customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,clv,spend_category
0292-wegch,female,0,1,1,54,1,yes,dsl,no,yes,yes,yes,yes,yes,month-to-month,1,electronic check,86.2,4524.05,0,4654.8,high
8910-ichiu,female,0,0,0,46,1,no,fiber optic,yes,yes,yes,no,yes,no,one year,1,credit card (automatic),95.65,4664.2,0,4399.9,high
4097-yodcf,male,0,0,1,34,1,yes,fiber optic,yes,yes,no,no,yes,yes,one year,1,electronic check,103.8,3470.8,0,3529.2,very_high
9715-wzclw,male,0,1,1,71,1,yes,fiber optic,yes,no,no,no,yes,yes,two year,1,electronic check,97.2,6910.3,0,6901.2,high
9786-ywnhu,female,0,1,1,63,1,no,dsl,yes,yes,yes,yes,no,no,two year,0,mailed check,63.55,4014.2,0,4003.65,medium
6407-gsjnl,female,0,0,0,51,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),24.95,1288,0,1272.45,low
6005-obzph,female,1,0,0,26,1,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,1,electronic check,89.15,2277.65,1,2317.9,high
4049-zpald,female,0,1,0,64,1,no,fiber optic,yes,no,yes,no,yes,yes,two year,1,bank transfer (automatic),99,6375.8,0,6336,high
7932-wptds,female,1,1,0,1,0,no,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,24.8,24.8,1,24.8,low
3733-uocwf,male,1,1,0,61,1,yes,fiber optic,no,yes,no,yes,no,no,one year,1,bank transfer (automatic),85.55,5251.75,0,5218.55,high
6833-jmzyp,female,0,0,0,15,1,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,1,credit card (automatic),94,1505.45,0,1410,high
2722-vojql,male,0,0,0,64,1,yes,fiber optic,no,yes,no,yes,yes,yes,one year,1,credit card (automatic),105.65,6903.1,1,6761.6,very_high
1310-qritu,female,0,0,0,18,1,yes,dsl,no,no,no,no,no,no,month-to-month,1,electronic check,50.3,913.3,0,905.4,medium
8961-qdzzj,female,0,1,1,57,1,no,fiber optic,no,yes,no,no,yes,yes,one year,1,electronic check,95,5535.8,0,5415,high
9715-sbvsu,male,0,1,1,14,1,no,dsl,yes,yes,no,no,no,yes,two year,1,bank transfer (automatic),61.4,815.55,0,859.6,medium
8490-bxheo,male,1,0,0,18,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,credit card (automatic),80.55,1411.65,0,1449.9,high
7173-tetgo,female,1,1,0,72,1,yes,fiber optic,yes,no,no,no,no,no,two year,0,bank transfer (automatic),78.5,5602.25,0,5652,high
7929-skfgk,male,0,1,0,70,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,0,credit card (automatic),114.3,8244.3,0,8001,very_high
2300-rqgoi,female,0,0,0,38,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20.05,741.5,0,761.9,low
3563-svylg,male,0,1,1,68,1,no,dsl,yes,yes,yes,yes,no,no,two year,0,credit card (automatic),62.65,4375.8,0,4260.2,medium
5228-excet,male,0,0,0,13,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,80.85,1008.7,1,1051.05,high
6435-vwccy,male,1,1,0,65,1,yes,fiber optic,yes,yes,no,no,yes,no,two year,1,credit card (automatic),92.7,5968.4,0,6025.5,high
4998-ikfse,female,0,0,0,30,1,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,0,electronic check,100.45,3096.9,0,3013.5,very_high
8630-qsgxk,male,0,1,0,51,1,yes,dsl,no,no,no,yes,yes,yes,two year,1,bank transfer (automatic),75.2,3901.25,0,3835.2,high
2455-uslmv,female,0,0,0,31,1,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,1,credit card (automatic),84.75,2613.4,0,2627.25,high
7394-fkdnk,female,0,1,0,9,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,0,electronic check,89.45,853.1,1,805.05,high
9488-fvzcc,female,0,1,1,72,1,yes,dsl,yes,yes,yes,yes,no,yes,two year,1,bank transfer (automatic),79.5,5661.7,0,5724,high
6331-lwdtq,male,0,0,0,10,1,yes,dsl,no,no,no,no,yes,yes,month-to-month,1,credit card (automatic),72.15,794.25,1,721.5,high
5995-wwkkg,female,0,0,0,37,1,no,no,no,no,no,no,no,no,one year,1,electronic check,19.8,695.05,0,732.6,low
1597-fzreh,female,0,0,0,2,1,no,dsl,no,no,yes,yes,yes,yes,month-to-month,0,electronic check,76.4,160.8,1,152.8,high
7879-cgsfv,male,0,0,0,55,1,no,fiber optic,yes,yes,no,no,yes,yes,one year,1,mailed check,100.9,5552.05,0,5549.5,very_high
9921-ezkby,male,0,0,1,33,1,yes,fiber optic,yes,no,yes,no,no,yes,month-to-month,1,bank transfer (automatic),95.3,3275.15,0,3144.9,high
7432-ffvar,female,0,1,1,46,1,no,fiber optic,no,no,yes,yes,no,yes,one year,0,bank transfer (automatic),90.95,4236.6,0,4183.7,high
7246-zgqdf,female,0,0,1,1,1,no,dsl,yes,no,no,yes,no,no,month-to-month,0,electronic check,54.5,54.5,0,54.5,medium
7000-wcevq,female,1,0,0,20,1,yes,dsl,no,no,no,no,no,yes,month-to-month,1,mailed check,61.6,1174.35,1,1232,medium
0727-iwkvk,male,0,1,0,9,1,no,fiber optic,no,yes,yes,no,no,no,month-to-month,1,electronic check,79.9,741.7,1,719.1,high
5959-belxa,male,1,0,0,32,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,credit card (automatic),96.15,3019.25,1,3076.8,high
4456-rhsnb,female,0,1,1,19,1,no,dsl,no,no,yes,no,no,no,month-to-month,1,bank transfer (automatic),49.6,962.9,0,942.4,medium
3512-izikn,female,0,1,0,70,1,yes,dsl,yes,no,yes,yes,no,no,two year,0,credit card (automatic),65.3,4759.75,1,4571,medium
2481-sboyw,female,0,0,1,61,1,yes,no,no,no,no,no,no,no,two year,1,credit card (automatic),25,1498.35,0,1525,low
7109-mfbyv,male,0,0,0,26,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,45.45,1233.15,0,1181.7,medium
1833-tcxkk,male,0,1,0,45,1,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,1,bank transfer (automatic),107.75,4882.8,0,4848.75,very_high
1832-peuts,male,0,1,1,62,1,yes,fiber optic,no,no,yes,no,yes,no,two year,1,credit card (automatic),89.1,5411.65,0,5524.2,high
6141-ooxuq,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.65,19.65,1,19.65,low
8660-buetv,female,0,0,0,3,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,44.75,148.05,0,134.25,medium
0580-piqhm,female,0,1,1,41,1,yes,fiber optic,yes,yes,yes,no,no,yes,one year,1,bank transfer (automatic),101.6,3930.55,0,4165.6,very_high
5696-ceiqj,male,0,1,1,67,1,no,fiber optic,no,yes,yes,yes,yes,yes,two year,0,bank transfer (automatic),103.15,6895.5,0,6911.05,very_high
7503-zguzj,male,0,0,0,1,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,mailed check,84.65,84.65,1,84.65,high
1696-hxowk,female,0,1,0,71,1,yes,fiber optic,yes,yes,no,no,yes,no,one year,0,mailed check,95.65,6856.95,0,6791.15,high
3026-atzyv,female,0,1,1,37,1,no,dsl,yes,yes,no,no,yes,yes,one year,0,bank transfer (automatic),75.1,2658.8,0,2778.7,high
4012-ycfai,male,0,1,0,60,1,no,dsl,yes,yes,no,yes,no,no,two year,1,mailed check,61.35,3766.2,0,3681,medium
2506-tnfco,female,1,1,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.55,69.55,1,69.55,medium
9970-qbcda,female,0,0,0,6,1,no,no,no,no,no,no,no,no,month-to-month,0,credit card (automatic),19.7,129.55,0,118.2,low
8718-ptmez,female,0,0,0,13,0,no,dsl,no,yes,no,no,no,no,month-to-month,1,electronic check,31.05,347.25,1,403.65,medium
9496-ivvrp,female,0,1,1,11,1,no,dsl,yes,no,no,no,no,no,month-to-month,0,bank transfer (automatic),51,581.7,0,561,medium
2207-obznx,male,0,0,0,7,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,mailed check,51,354.05,1,357,medium
2657-vpxta,female,0,1,1,10,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,88.85,929.45,0,888.5,high
6551-vljmv,male,0,1,0,34,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.05,679,0,681.7,low
1221-ghzep,female,0,0,0,62,1,no,dsl,yes,no,no,yes,no,yes,two year,1,mailed check,65.1,3846.75,0,4036.2,medium
9289-lbqvu,male,0,1,0,64,1,yes,dsl,no,yes,no,yes,no,yes,one year,1,mailed check,70.15,4480.7,0,4489.6,high
6142-vsjqo,female,0,1,1,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),44.35,44.35,1,44.35,medium
3458-idmfk,male,0,0,0,25,1,no,no,no,no,no,no,no,no,two year,1,mailed check,20.75,499.4,0,518.75,low
6933-fhbzc,female,0,0,0,26,1,no,dsl,no,yes,yes,no,no,no,one year,1,mailed check,56.05,1553.2,0,1457.3,medium
0221-nauxk,male,0,0,1,10,1,no,no,no,no,no,no,no,no,one year,1,bank transfer (automatic),19.95,219.5,0,199.5,low
9770-kxgqu,female,0,0,0,53,1,yes,fiber optic,yes,yes,yes,no,yes,no,one year,0,mailed check,98.6,5311.85,0,5225.8,high
6437-ukhmv,female,0,0,0,7,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,79.7,586.05,1,557.9,high
6538-pochl,male,0,0,0,33,1,no,fiber optic,no,yes,yes,no,no,no,month-to-month,1,credit card (automatic),79,2576.8,0,2607,high
6726-nnfwd,female,1,1,0,71,1,no,fiber optic,no,yes,yes,no,no,yes,two year,0,credit card (automatic),89.45,6435.25,0,6350.95,high
3002-wqzwt,female,0,0,0,29,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,74.2,1993.25,0,2151.8,high
4277-udief,male,0,1,1,24,1,yes,dsl,yes,no,no,yes,yes,yes,month-to-month,0,bank transfer (automatic),81,1923.85,0,1944,high
1208-nbvfh,male,0,1,1,20,1,no,dsl,no,no,yes,no,no,no,month-to-month,1,electronic check,49.6,939.8,0,992,medium
4912-piguy,female,0,0,0,1,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,84.6,84.6,0,84.6,high
1114-cenim,male,0,0,1,54,1,yes,dsl,no,yes,no,no,no,no,month-to-month,1,credit card (automatic),55,3092.65,1,2970,medium
6060-drtnl,female,1,0,0,5,1,no,fiber optic,no,no,yes,no,yes,no,month-to-month,1,mailed check,84.85,415.55,1,424.25,high
2725-ttriq,female,0,1,1,72,1,yes,dsl,yes,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),84.2,5986.55,0,6062.4,high
3374-ttztk,male,0,1,0,52,1,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,electronic check,106.3,5487,0,5527.6,very_high
8990-zxlsu,female,0,0,0,9,1,no,fiber optic,no,no,no,no,no,no,month-to-month,0,electronic check,69.05,651.5,0,621.45,medium
2275-rbyqs,female,0,0,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,1,mailed check,45.4,45.4,0,45.4,medium
8473-vuvjn,male,1,0,0,1,1,yes,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,73.65,73.65,1,73.65,high
6289-cpnld,male,0,1,1,33,1,no,dsl,no,no,yes,yes,yes,yes,one year,1,mailed check,73.9,2405.05,1,2438.7,high
5536-slhpm,female,0,1,0,55,1,yes,fiber optic,no,no,yes,no,no,no,month-to-month,1,electronic check,77.75,4458.15,1,4276.25,high
4419-ujmus,male,0,1,1,69,1,yes,fiber optic,no,no,no,yes,yes,yes,two year,1,electronic check,99.35,6856.45,0,6855.15,high
7794-jasdg,male,0,0,0,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,mailed check,50.75,50.75,0,50.75,medium
7609-ybpxg,male,0,0,0,54,1,yes,dsl,yes,no,yes,yes,yes,yes,two year,0,bank transfer (automatic),87.1,4735.2,0,4703.4,high
5519-teeuh,male,0,0,1,33,1,no,no,no,no,no,no,no,no,one year,1,mailed check,20.15,682.15,0,664.95,low
7856-ganil,male,1,1,0,45,1,yes,fiber optic,no,yes,yes,yes,yes,no,one year,1,bank transfer (automatic),98.7,4525.8,0,4441.5,high
0804-xbfbv,female,0,0,1,11,0,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,25.2,321.05,0,277.2,low
2676-oxppq,male,0,0,0,6,1,no,dsl,yes,yes,no,no,no,no,month-to-month,1,bank transfer (automatic),55.7,335.65,0,334.2,medium
3703-ttepd,male,0,0,0,21,1,no,dsl,yes,no,yes,no,yes,no,month-to-month,0,bank transfer (automatic),65.35,1424.4,0,1372.35,medium
2799-tslag,female,0,1,1,65,1,yes,no,no,no,no,no,no,no,two year,1,bank transfer (automatic),25.3,1748.55,0,1644.5,low
0196-vulgz,female,1,1,0,6,1,yes,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,84.35,474.9,1,506.1,high
8837-vvwlq,female,0,0,0,8,1,no,fiber optic,yes,no,no,no,yes,no,month-to-month,0,electronic check,84.95,668.4,1,679.6,high
2696-nartr,male,0,0,0,11,1,no,fiber optic,no,no,no,yes,no,no,month-to-month,1,electronic check,73.85,926.25,1,812.35,high
2208-nkvvh,male,0,1,1,43,1,yes,no,no,no,no,no,no,no,two year,0,mailed check,24.25,1077.95,0,1042.75,low
7614-qvwql,male,0,1,1,49,0,no,dsl,no,yes,no,no,yes,yes,one year,1,bank transfer (automatic),51.8,2541.25,1,2538.2,medium
1976-cfocs,female,1,1,0,1,1,no,dsl,no,no,no,no,no,no,month-to-month,0,electronic check,46,46,1,46,medium
4631-oacrm,male,1,0,0,15,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,79.4,1156.1,1,1191,high
7139-jzfvg,male,0,1,1,60,1,no,dsl,yes,yes,yes,no,no,no,two year,0,bank transfer (automatic),60.5,3694.45,0,3630,medium
4987-gqwpo,male,0,0,0,17,0,no,dsl,no,no,no,no,no,no,month-to-month,0,credit card (automatic),25.1,382.8,0,426.7,low
3755-jbmnh,male,1,1,0,16,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),71.8,1167.8,1,1148.8,high
1757-tcatg,male,0,1,1,35,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),20.05,746.75,0,701.75,low
6345-ulyrw,male,1,1,0,44,1,yes,fiber optic,no,yes,no,no,no,yes,one year,0,mailed check,88.4,3912.9,1,3889.6,high
4776-xskyq,female,0,1,1,12,0,no,dsl,no,no,no,yes,no,no,one year,0,credit card (automatic),30.25,368.85,0,363,medium
8048-dsdfq,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.2,20.2,0,20.2,low
5753-qqwpw,female,0,0,0,28,1,no,dsl,yes,yes,no,yes,no,no,one year,1,electronic check,59.9,1654.7,0,1677.2,medium
6010-ddppw,male,0,1,0,70,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),25.15,1940.85,0,1760.5,low
1809-dmjhq,female,0,0,1,5,1,no,dsl,no,no,no,no,no,no,month-to-month,0,mailed check,46,221.7,1,230,medium
6693-frirw,male,0,0,0,18,1,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,0,credit card (automatic),101.3,1794.65,0,1823.4,very_high
6586-mygkd,male,0,1,0,70,1,yes,dsl,yes,no,no,yes,yes,yes,two year,1,credit card (automatic),76.95,5289.8,0,5386.5,high
3173-nvmpx,female,0,1,1,9,1,yes,dsl,no,yes,no,no,no,no,month-to-month,1,mailed check,55.3,501.2,0,497.7,medium
0248-pghbz,female,1,0,0,67,1,no,fiber optic,yes,yes,no,yes,yes,no,two year,1,bank transfer (automatic),92.45,6140.85,0,6194.15,high
0623-gdisb,female,0,0,0,1,1,no,dsl,yes,no,no,no,no,no,month-to-month,1,bank transfer (automatic),48.45,48.45,0,48.45,medium
2892-gesul,female,0,1,1,18,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.35,309.25,0,348.3,low
6923-efpnl,male,0,0,0,4,1,yes,dsl,no,no,no,no,no,no,month-to-month,0,credit card (automatic),51.75,201.1,1,207,medium
7472-eqoav,male,1,1,1,71,1,no,fiber optic,yes,yes,yes,no,no,no,one year,1,bank transfer (automatic),86.7,6179.35,0,6155.7,high
9574-rkjif,male,0,1,1,30,1,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,1,electronic check,94.4,2838.7,1,2832,high
2043-wvtqj,male,0,1,0,1,1,no,dsl,yes,no,yes,no,no,no,month-to-month,0,mailed check,55.7,55.7,0,55.7,medium
8034-rytvv,female,0,0,0,55,1,yes,fiber optic,yes,no,yes,no,no,no,one year,1,credit card (automatic),84.25,4589.85,0,4633.75,high
3863-qstyi,male,0,0,0,59,1,no,dsl,no,no,yes,yes,yes,no,month-to-month,1,electronic check,64.65,3735.45,0,3814.35,medium
2619-wfqwu,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,mailed check,70.15,70.15,1,70.15,high
5044-lrqaq,female,0,1,0,7,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,bank transfer (automatic),69.2,477.55,0,484.4,medium
1716-lsamb,male,0,1,1,45,1,no,dsl,yes,no,no,yes,no,no,two year,0,bank transfer (automatic),54.65,2553.7,0,2459.25,medium
1333-pbmxb,female,0,1,1,54,1,yes,no,no,no,no,no,no,no,one year,1,bank transfer (automatic),24.75,1342.15,0,1336.5,low
6546-opbbh,male,0,1,1,51,1,yes,no,no,no,no,no,no,no,one year,1,mailed check,23.95,1216.35,0,1221.45,low
5985-behzk,female,1,1,0,72,1,yes,fiber optic,no,yes,yes,no,yes,yes,one year,0,credit card (automatic),105,7578.05,0,7560,very_high
9127-qrzmh,male,0,1,0,44,1,no,dsl,yes,yes,no,yes,no,no,one year,1,bank transfer (automatic),59.85,2603.95,0,2633.4,medium
5919-vczym,male,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.05,42.7,0,40.1,low
9644-kvcnc,female,0,0,0,66,1,yes,fiber optic,no,no,yes,no,yes,no,one year,1,bank transfer (automatic),92.15,6056.9,0,6081.9,high
2137-dqmev,male,0,1,1,68,0,no,dsl,yes,yes,no,no,yes,no,one year,0,mailed check,44.8,2983.65,0,3046.4,medium
8174-lnwmw,female,0,0,0,31,1,no,no,no,no,no,no,no,no,two year,0,credit card (automatic),20.9,689.35,0,647.9,low
9279-cjeoj,female,1,0,0,21,1,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,1,bank transfer (automatic),95.4,2025.1,0,2003.4,high
7964-vexdg,male,0,0,1,21,1,yes,fiber optic,yes,no,no,no,no,no,month-to-month,0,electronic check,80.35,1747.2,0,1687.35,high
2404-jibfc,female,0,1,1,55,1,yes,dsl,yes,no,yes,yes,yes,yes,two year,1,bank transfer (automatic),85.1,4657.95,0,4680.5,high
0778-nella,male,0,0,0,9,0,no,dsl,no,no,no,no,yes,no,month-to-month,1,credit card (automatic),34.7,296.1,1,312.3,medium
8029-xypwt,male,1,1,0,71,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,bank transfer (automatic),115.05,8016.6,0,8168.55,very_high
4614-nuvzd,female,0,0,0,1,1,no,fiber optic,no,no,no,no,no,yes,month-to-month,1,electronic check,81.1,81.1,1,81.1,high
4632-paoyu,male,0,1,1,22,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.95,433.5,0,438.9,low
3803-kmqfw,female,0,1,1,1,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.55,20.55,1,20.55,low
6804-gdmoi,female,0,0,0,61,1,yes,fiber optic,no,no,yes,yes,yes,yes,two year,1,electronic check,106.6,6428.4,1,6502.6,very_high
2990-ogytd,female,0,1,0,67,1,yes,dsl,no,yes,yes,yes,yes,yes,two year,0,bank transfer (automatic),86.15,5883.85,0,5772.05,high
6646-jppha,female,1,0,0,14,1,no,fiber optic,yes,yes,no,no,no,no,month-to-month,0,electronic check,78.85,1043.8,0,1103.9,high
9572-mtilt,male,0,1,0,59,1,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,1,electronic check,106.75,6252.9,1,6298.25,very_high
7658-uyuqs,male,1,1,0,21,1,no,fiber optic,no,no,yes,no,yes,no,month-to-month,0,bank transfer (automatic),86.55,1857.25,0,1817.55,high
7880-xsojx,male,0,0,0,4,0,no,dsl,yes,yes,no,yes,no,no,month-to-month,0,mailed check,42.4,146.4,0,169.6,medium
9611-ctwih,female,0,0,0,3,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,89.45,240.45,1,268.35,high
4589-iuajb,male,0,1,0,70,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),24.25,1724.15,0,1697.5,low
0329-gtiaj,female,0,0,0,3,1,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,1,electronic check,97.9,315.3,1,293.7,high
8746-bfoaj,male,1,0,0,21,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),20.5,429.55,0,430.5,low
8457-xigkn,male,0,0,0,20,1,no,no,no,no,no,no,no,no,month-to-month,1,credit card (automatic),19.6,356.15,0,392,low
6072-nuqcb,male,0,1,1,22,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),20.25,488.25,0,445.5,low
6629-cztth,male,0,0,0,1,1,no,dsl,no,no,no,no,no,yes,month-to-month,1,mailed check,55.7,55.7,1,55.7,medium
8838-gphzp,female,0,0,0,63,1,no,no,no,no,no,no,no,no,two year,1,mailed check,20.6,1298.7,0,1297.8,low
8750-qwzaj,female,0,1,1,70,1,no,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),19.8,1378.75,0,1386,low
5364-evnib,male,0,0,0,13,1,no,fiber optic,no,yes,yes,no,no,no,month-to-month,1,electronic check,79.8,973.45,1,1037.4,high
6918-umqcg,female,0,0,0,5,1,no,fiber optic,no,no,no,no,yes,no,month-to-month,0,electronic check,80.2,384.25,0,401,high
0675-ncdyu,female,0,1,1,72,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,credit card (automatic),116.4,8543.25,0,8380.8,very_high
6339-dklmk,female,0,0,0,13,0,no,dsl,no,yes,no,no,no,no,month-to-month,1,electronic check,31.65,389.95,0,411.45,medium
1346-pjwtk,male,0,1,0,61,1,no,fiber optic,no,yes,yes,yes,no,yes,month-to-month,0,credit card (automatic),94.15,5731.85,0,5743.15,high
5088-qzlrl,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,20.65,20.65,0,20.65,low
8023-qhaio,female,1,1,0,56,1,yes,fiber optic,no,no,no,yes,no,no,month-to-month,1,bank transfer (automatic),76.85,4275.75,0,4303.6,high
4397-frlta,female,0,0,0,4,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,20.15,84.5,0,80.6,low
3057-vjjqe,male,0,0,0,35,1,yes,dsl,yes,no,no,no,no,no,two year,0,mailed check,55.25,1924.1,0,1933.75,medium
5087-suurx,female,0,1,0,18,0,no,dsl,no,no,yes,no,yes,no,month-to-month,1,electronic check,39.05,669.85,1,702.9,medium
2302-ouzxb,male,0,1,0,72,1,yes,dsl,no,yes,yes,no,yes,yes,two year,0,bank transfer (automatic),82.15,5784.3,0,5914.8,high
8133-anhhj,female,1,0,0,49,1,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,0,bank transfer (automatic),103,5166.2,0,5047,very_high
2270-chbfn,female,0,1,0,44,1,yes,fiber optic,yes,yes,yes,yes,no,no,month-to-month,1,credit card (automatic),95.1,4060.55,0,4184.4,high
0013-exchz,female,1,1,0,3,1,no,fiber optic,no,no,no,yes,yes,no,month-to-month,1,mailed check,83.9,267.4,1,251.7,high
5982-fpvqn,female,0,1,1,37,1,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,1,electronic check,95.15,3532.85,0,3520.55,high
9107-ukcky,male,0,1,0,61,1,yes,dsl,no,yes,yes,no,yes,yes,one year,1,electronic check,79.8,4914.8,0,4867.8,high
4654-ulttn,male,0,1,0,70,1,yes,dsl,yes,no,yes,yes,no,yes,two year,1,credit card (automatic),74.8,5315.8,0,5236,high
5550-vfrlc,female,1,0,0,1,1,no,fiber optic,no,no,no,no,no,no,month-to-month,1,electronic check,69.85,69.85,1,69.85,medium
5546-byzsm,female,0,0,0,41,1,no,no,no,no,no,no,no,no,month-to-month,0,electronic check,20.45,775.6,0,838.45,low
1492-kgeth,male,0,1,1,70,1,yes,dsl,yes,yes,yes,yes,no,yes,one year,0,bank transfer (automatic),78.35,5445.95,0,5484.5,high
4929-bstrx,female,0,0,0,1,1,no,dsl,no,no,no,no,yes,no,month-to-month,1,mailed check,53.55,53.55,1,53.55,medium
4163-hftuk,male,0,0,0,51,1,no,no,no,no,no,no,no,no,one year,0,electronic check,19.1,1007.8,0,974.1,low
8215-ngspe,female,0,1,1,42,1,no,no,no,no,no,no,no,no,two year,0,mailed check,20,833.55,0,840,low
2225-zrgsg,female,0,1,1,70,1,yes,fiber optic,yes,yes,yes,yes,no,no,two year,0,bank transfer (automatic),93.9,6579.05,1,6573,high
8859-ystws,male,0,0,0,48,1,no,no,no,no,no,no,no,no,one year,0,bank transfer (automatic),19.95,1004.5,0,957.6,low
5271-ynwvr,male,0,1,1,68,1,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,1,electronic check,113.15,7856,1,7694.2,very_high
7601-dhfwz,female,0,0,0,48,1,yes,no,no,no,no,no,no,no,two year,0,credit card (automatic),24,1183.05,0,1152,low
2657-almwy,female,1,1,0,26,1,no,fiber optic,no,yes,no,no,no,yes,month-to-month,0,electronic check,84.95,2169.75,1,2208.7,high
6330-jklpc,male,0,1,0,11,1,yes,fiber optic,no,yes,no,no,no,no,month-to-month,1,bank transfer (automatic),80.5,896.9,1,885.5,high
4667-ohgkg,male,0,0,0,1,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.3,19.3,1,19.3,low
1998-vhjhk,female,0,0,0,27,1,no,no,no,no,no,no,no,no,one year,0,mailed check,19.15,501.35,0,517.05,low
1707-habpf,female,1,0,0,46,1,no,fiber optic,no,yes,yes,no,yes,no,one year,1,bank transfer (automatic),91.3,4126.35,0,4199.8,high
1660-hsooq,male,0,0,0,1,1,no,dsl,no,no,yes,no,no,no,month-to-month,1,mailed check,49.65,49.65,1,49.65,medium
7253-uvndw,female,0,0,0,46,1,no,dsl,no,no,yes,yes,no,no,two year,0,credit card (automatic),54.35,2460.15,1,2500.1,medium
0487-vvuvk,male,0,1,1,25,1,no,no,no,no,no,no,no,no,month-to-month,1,mailed check,19.15,477.6,0,478.75,low
7228-omtpn,male,0,0,0,4,1,no,fiber optic,no,no,no,no,yes,yes,month-to-month,1,electronic check,88.45,370.65,1,353.8,high
5063-iuokk,male,0,0,0,13,1,no,no,no,no,no,no,no,no,two year,0,mailed check,19.75,265.75,0,256.75,low
4508-oebey,male,0,1,0,31,1,no,dsl,yes,yes,yes,yes,no,yes,one year,1,credit card (automatic),75.5,2424.45,0,2340.5,high
0027-kwykw,female,0,1,1,23,1,yes,fiber optic,no,no,no,no,yes,no,month-to-month,1,electronic check,83.75,1849.95,0,1926.25,high
2308-sterm,female,0,0,0,2,1,no,no,no,no,no,no,no,no,month-to-month,0,mailed check,19.4,61.05,0,38.8,low
5982-xmdex,female,0,0,0,65,1,yes,no,no,no,no,no,no,no,two year,0,bank transfer (automatic),26.5,1698.55,0,1722.5,low
